vehicle_model,fuel_type,transmission_type,country,maximum_power(hp),maximum_torque(N/m),maximum_speed(km/h),vehicle_acceleration(0-100 km/h in seconds),vehicle_mileage(mpg),vehicle_sprung_mass(kg),steering_radius(m),axle_type(driven/dead),tyre_brand,tyre_size,tread_material,tread_pattern,tyre_camber_angle(degree),standard_tread_depth(mm),retreaded,road_condition,weather_condition,expected_tyre_life(km),kilometers_driven(km),remaining_useful_life(km),current_tread_depth(mm)
Sedan,Petrol,Automatic,UK,173,128,229,12.21,24.05,2081,5.63,dead,Goodyear,195/65R15,Carbon Black,Directional,2.81,8.0,No,Off-road,Cold,64758.3,40443.8,15155.1,3.98
Coupe,Electric,Manual,Germany,233,309,249,13.15,15.69,2483,4.98,dead,Michelin,195/65R15,Silica Compound,Asymmetric,1.7,8.5,No,Smooth,Rainy,64863.8,36496.4,17681.3,4.75
Hatchback,Hybrid,Manual,USA,364,469,140,9.37,38.0,2151,6.48,driven,Pirelli,245/40R18,Silica Compound,Symmetric,-1.66,7.5,No,Rough,Rainy,52507.9,28184.1,15160.9,4.28
Sedan,Diesel,Automatic,UK,159,524,202,11.28,23.5,1716,5.5,driven,Goodyear,245/40R18,Dual Compound,Symmetric,-1.18,8.0,No,Smooth,Dry,61818.8,21680.1,25018.3,5.65
Hatchback,Diesel,Automatic,UK,371,579,173,5.21,23.33,1085,4.89,driven,Continental,245/40R18,Carbon Black,Directional,-2.41,7.5,No,Off-road,Rainy,53417.1,44214.1,5736.2,2.54
Truck,Hybrid,Automatic,Germany,163,284,242,10.09,20.02,1103,5.45,driven,Bridgestone,205/55R16,Carbon Black,Symmetric,0.87,7.5,No,Smooth,Dry,62189.8,33630.2,17801.0,4.2
SUV,Hybrid,Automatic,Japan,444,599,149,11.03,22.58,1142,6.23,driven,Pirelli,205/55R16,Silica Compound,Asymmetric,-1.92,8.5,No,Smooth,Rainy,69825.7,16067.1,33507.5,7.0
Truck,Petrol,Automatic,USA,116,258,267,8.53,16.27,1204,4.54,dead,Continental,195/65R15,Silica Compound,Asymmetric,-1.46,7.5,No,Smooth,Rainy,47874.9,6550.8,25757.1,6.57
Truck,Hybrid,Automatic,India,421,395,146,6.43,41.97,1640,5.86,dead,Pirelli,205/55R16,Silica Compound,Symmetric,2.33,8.5,Yes,Off-road,Humid,59021.6,58166.5,533.0,1.61
Coupe,Petrol,Manual,India,406,410,195,12.77,31.06,2061,5.6,dead,Goodyear,225/65R17,Carbon Black,Symmetric,-1.04,8.0,No,Off-road,Cold,51396.3,898.1,31475.3,7.79
SUV,Electric,Automatic,Germany,311,172,219,11.43,37.46,2386,4.84,dead,Pirelli,245/40R18,Dual Compound,Symmetric,0.4,8.0,No,Rough,Humid,56451.1,52693.8,2342.0,1.86
Truck,Petrol,Manual,USA,172,294,151,13.0,40.48,2332,6.13,dead,Pirelli,205/55R16,Carbon Black,Directional,-0.61,7.5,No,Rough,Dry,66224.4,14457.0,32266.4,6.13
Truck,Hybrid,Automatic,USA,415,229,187,12.18,53.9,2075,5.24,driven,Pirelli,195/65R15,Dual Compound,Directional,-2.56,8.0,No,Rough,Humid,50427.3,33158.4,10763.6,3.86
SUV,Hybrid,Automatic,Germany,181,322,165,13.9,17.73,1000,5.09,driven,Michelin,245/40R18,Silica Compound,Asymmetric,-0.82,8.5,No,Rough,Rainy,42171.6,12716.1,18359.5,6.41
SUV,Electric,Manual,USA,245,555,251,5.92,31.72,1010,6.16,dead,Continental,205/55R16,Carbon Black,Asymmetric,-0.55,8.5,No,Smooth,Rainy,63968.1,55000.5,5589.5,2.65
Truck,Hybrid,Manual,Japan,238,255,261,4.87,24.84,1746,5.78,driven,Goodyear,245/40R18,Dual Compound,Symmetric,2.37,8.0,No,Off-road,Cold,56650.7,30786.6,16121.0,4.42
SUV,Hybrid,Automatic,Germany,93,123,151,7.37,34.07,2237,6.3,driven,Bridgestone,205/55R16,Carbon Black,Symmetric,-1.05,8.5,No,Off-road,Dry,53482.0,7544.1,28632.9,7.54
Truck,Diesel,Manual,Japan,304,274,181,5.29,51.82,1955,5.76,dead,Goodyear,195/65R15,Dual Compound,Symmetric,-0.72,8.5,No,Smooth,Rainy,45500.0,12277.5,20707.4,6.57
Truck,Diesel,Manual,USA,152,291,200,9.23,43.96,1754,5.98,dead,Goodyear,205/55R16,Dual Compound,Directional,1.7,7.5,No,Rough,Cold,42785.6,13705.0,18125.8,5.46
Coupe,Electric,Manual,Germany,328,543,197,10.33,41.48,1517,6.17,driven,Michelin,205/55R16,Carbon Black,Directional,1.55,7.5,No,Off-road,Cold,48362.1,42845.0,3438.7,2.16
Sedan,Petrol,Manual,USA,170,477,173,9.78,32.65,2438,4.61,driven,Michelin,205/55R16,Silica Compound,Symmetric,1.79,8.5,No,Smooth,Rainy,61567.1,47205.9,8951.3,3.22
Truck,Diesel,Automatic,Germany,295,166,146,6.59,41.84,2031,6.05,dead,Pirelli,245/40R18,Carbon Black,Symmetric,2.72,8.0,No,Smooth,Rainy,52353.1,43431.5,5560.8,2.41
Hatchback,Petrol,Manual,USA,169,213,248,13.09,16.3,1004,5.73,driven,Goodyear,205/55R16,Silica Compound,Asymmetric,1.77,8.5,No,Rough,Dry,57106.8,2984.0,33734.5,8.14
Sedan,Hybrid,Automatic,Japan,108,547,174,4.21,38.45,2385,4.64,dead,Continental,205/55R16,Dual Compound,Directional,-0.55,7.5,No,Rough,Cold,42461.4,24575.9,11147.9,3.93
Sedan,Diesel,Automatic,Japan,384,167,154,7.48,37.15,1693,5.52,driven,Michelin,205/55R16,Dual Compound,Symmetric,1.93,8.0,No,Off-road,Cold,43697.3,43661.3,22.4,1.5
Sedan,Electric,Automatic,USA,299,359,164,11.19,28.87,1111,4.66,driven,Michelin,245/40R18,Carbon Black,Directional,0.05,8.5,No,Off-road,Cold,40339.2,31674.3,5400.8,3.3
Coupe,Electric,Automatic,Germany,407,466,198,11.67,23.06,2003,5.97,dead,Continental,195/65R15,Carbon Black,Symmetric,-1.33,8.0,No,Rough,Dry,60198.5,7266.4,32992.3,7.31
Truck,Electric,Manual,India,294,332,218,8.16,47.3,1272,5.59,driven,Michelin,195/65R15,Silica Compound,Symmetric,-1.18,8.0,No,Off-road,Cold,47933.6,32538.2,9595.9,3.69
Coupe,Diesel,Manual,Japan,300,555,225,4.17,17.15,1421,6.41,dead,Continental,195/65R15,Silica Compound,Asymmetric,-1.66,8.0,No,Rough,Humid,69007.8,51433.2,10954.2,3.24
Truck,Petrol,Automatic,Japan,121,459,273,10.18,17.79,1264,4.87,driven,Bridgestone,205/55R16,Carbon Black,Asymmetric,-2.13,8.5,No,Smooth,Humid,49253.7,25328.6,14912.4,5.06
Coupe,Hybrid,Automatic,India,214,443,227,4.63,32.62,2481,5.71,driven,Continental,245/40R18,Silica Compound,Asymmetric,-1.89,7.5,No,Smooth,Cold,50908.5,4009.2,29232.1,6.99
Coupe,Petrol,Automatic,USA,121,258,210,5.08,25.1,1211,4.92,dead,Bridgestone,195/65R15,Silica Compound,Symmetric,-2.62,8.0,No,Smooth,Humid,54084.7,1876.0,32541.4,7.79
Hatchback,Petrol,Automatic,Germany,243,324,260,10.5,44.82,2101,5.73,driven,Pirelli,195/65R15,Carbon Black,Asymmetric,2.33,8.0,No,Off-road,Humid,49574.2,46491.2,1921.6,1.96
Coupe,Hybrid,Manual,USA,440,500,232,7.12,40.37,1781,5.95,dead,Pirelli,195/65R15,Carbon Black,Symmetric,2.59,8.5,No,Rough,Dry,64523.3,16615.6,29860.6,6.76
SUV,Hybrid,Automatic,UK,362,192,235,7.48,45.9,1665,5.94,dead,Michelin,225/65R17,Dual Compound,Directional,0.52,7.5,No,Smooth,Cold,66286.2,25120.4,25658.5,5.25
Hatchback,Diesel,Manual,Japan,137,123,171,8.87,27.99,2244,6.13,driven,Continental,245/40R18,Dual Compound,Directional,2.04,7.5,No,Smooth,Dry,40331.1,32074.4,5146.3,2.75
Coupe,Diesel,Automatic,UK,381,195,192,13.79,44.62,1368,6.21,dead,Michelin,225/65R17,Carbon Black,Symmetric,-1.9,8.5,No,Off-road,Cold,59639.8,41107.4,11551.2,3.78
Sedan,Diesel,Automatic,Japan,401,448,198,13.65,49.49,1957,4.65,dead,Continental,205/55R16,Dual Compound,Asymmetric,2.41,8.0,No,Off-road,Rainy,60582.6,58678.3,1187.0,1.87
SUV,Diesel,Automatic,Japan,104,196,208,8.16,28.81,1346,5.19,dead,Michelin,195/65R15,Silica Compound,Asymmetric,0.04,8.5,No,Smooth,Humid,68842.7,6391.3,38925.7,7.85
SUV,Diesel,Automatic,UK,152,423,271,6.65,28.6,1024,5.87,driven,Pirelli,205/55R16,Carbon Black,Directional,-2.6,7.5,Yes,Off-road,Dry,51112.0,36132.1,9336.9,3.24
SUV,Hybrid,Manual,UK,208,375,225,7.03,51.0,1975,5.5,dead,Pirelli,245/40R18,Dual Compound,Symmetric,-2.15,8.0,No,Off-road,Dry,45858.4,3770.9,26232.9,7.29
Hatchback,Petrol,Manual,USA,166,529,157,6.69,16.99,2443,4.88,dead,Michelin,205/55R16,Carbon Black,Symmetric,-1.15,8.0,No,Off-road,Rainy,55617.4,9.2,34660.3,7.91
Coupe,Diesel,Manual,UK,409,221,220,9.32,29.01,2377,5.61,driven,Continental,205/55R16,Dual Compound,Symmetric,-2.74,7.5,No,Off-road,Rainy,53426.7,6423.5,29296.8,6.87
Coupe,Diesel,Automatic,USA,232,225,253,10.07,19.75,1416,5.31,dead,Goodyear,195/65R15,Carbon Black,Directional,-1.14,8.0,No,Rough,Humid,63751.9,39317.5,15229.9,4.13
Sedan,Petrol,Automatic,USA,261,452,163,8.89,16.16,1514,5.28,dead,Continental,245/40R18,Silica Compound,Directional,-2.64,8.5,No,Off-road,Humid,67119.3,45385.6,13546.5,3.9
Sedan,Diesel,Manual,USA,204,158,205,8.08,19.51,1214,6.12,dead,Michelin,205/55R16,Dual Compound,Asymmetric,-1.58,7.5,No,Off-road,Cold,42601.2,18673.8,14913.8,4.81
SUV,Petrol,Manual,Japan,146,595,201,6.11,32.25,2135,5.32,driven,Continental,225/65R17,Carbon Black,Symmetric,-1.41,7.5,No,Rough,Cold,65397.4,3012.9,38883.9,7.24
Sedan,Petrol,Automatic,Japan,85,433,193,8.83,42.48,1953,4.55,driven,Bridgestone,195/65R15,Silica Compound,Symmetric,2.97,8.0,No,Off-road,Rainy,67269.1,42652.6,15343.3,3.7
Hatchback,Hybrid,Automatic,UK,204,394,270,7.41,26.57,1913,4.62,driven,Continental,225/65R17,Dual Compound,Symmetric,-1.59,7.5,Yes,Off-road,Humid,67724.1,5811.9,38589.5,7.0
Coupe,Electric,Manual,Japan,393,207,176,9.42,48.99,1427,6.21,driven,Pirelli,195/65R15,Dual Compound,Symmetric,-1.56,8.5,No,Smooth,Humid,62929.3,8918.7,33664.5,7.41
SUV,Hybrid,Automatic,UK,405,330,176,10.75,32.5,1732,6.42,driven,Pirelli,205/55R16,Carbon Black,Directional,1.12,7.5,No,Smooth,Rainy,62262.5,31914.2,18915.9,4.42
Sedan,Electric,Automatic,Japan,132,488,270,10.33,53.73,1698,5.88,driven,Bridgestone,195/65R15,Silica Compound,Asymmetric,2.16,8.0,No,Smooth,Rainy,40446.9,13767.0,16629.4,5.84
Hatchback,Electric,Manual,Germany,145,196,174,8.62,53.17,1215,5.23,dead,Continental,205/55R16,Carbon Black,Directional,-0.68,7.5,No,Rough,Dry,67605.7,31420.0,22554.4,4.68
Hatchback,Electric,Automatic,Germany,393,196,263,9.56,45.93,1412,6.38,driven,Goodyear,225/65R17,Dual Compound,Asymmetric,2.25,8.0,No,Off-road,Rainy,50545.2,32100.1,11496.7,4.01
Sedan,Diesel,Manual,UK,161,561,157,6.85,52.3,1379,5.83,driven,Continental,205/55R16,Carbon Black,Symmetric,-0.96,8.0,No,Rough,Dry,41233.7,6597.7,21588.4,6.91
Coupe,Hybrid,Automatic,Japan,166,147,261,4.24,43.28,1231,6.19,driven,Pirelli,195/65R15,Carbon Black,Symmetric,-1.82,8.5,No,Rough,Cold,52389.4,46788.3,3491.1,2.35
Sedan,Electric,Manual,Japan,81,364,187,10.25,50.82,1834,6.03,driven,Pirelli,195/65R15,Silica Compound,Symmetric,-1.02,7.5,No,Off-road,Rainy,61985.6,34679.7,17019.6,4.21
SUV,Petrol,Automatic,USA,283,185,156,6.53,24.46,1257,5.26,dead,Michelin,195/65R15,Silica Compound,Symmetric,0.66,8.5,No,Off-road,Rainy,53258.7,1176.7,32462.4,8.31
Sedan,Diesel,Manual,India,229,385,274,10.69,28.82,2279,5.46,dead,Pirelli,225/65R17,Dual Compound,Symmetric,-0.8,8.5,No,Smooth,Rainy,62740.3,39429.3,14529.6,4.36
Hatchback,Hybrid,Manual,UK,372,501,196,11.47,45.12,1402,4.87,driven,Michelin,245/40R18,Silica Compound,Directional,1.04,7.5,No,Off-road,Dry,55282.3,25605.6,18497.3,4.72
Sedan,Electric,Manual,India,182,589,147,13.16,31.98,1423,5.08,dead,Pirelli,225/65R17,Carbon Black,Asymmetric,-1.58,8.5,No,Rough,Rainy,48982.8,34368.3,9109.2,3.78
Coupe,Petrol,Manual,India,103,324,267,13.58,48.49,1769,6.06,driven,Pirelli,205/55R16,Dual Compound,Directional,1.21,8.5,No,Smooth,Rainy,46087.4,36134.0,6203.9,3.26
Truck,Hybrid,Automatic,UK,447,177,256,4.11,50.11,1064,6.29,dead,Goodyear,205/55R16,Silica Compound,Symmetric,-0.92,8.0,No,Rough,Humid,52633.1,49414.3,2006.3,1.98
Sedan,Hybrid,Automatic,Japan,291,320,195,13.9,26.99,1189,5.95,driven,Michelin,225/65R17,Carbon Black,Asymmetric,-0.26,8.5,No,Off-road,Humid,41074.1,41006.2,42.3,1.56
Coupe,Diesel,Manual,UK,144,344,265,10.83,47.94,1949,5.43,driven,Michelin,225/65R17,Carbon Black,Asymmetric,0.35,7.5,No,Smooth,Humid,52676.3,28951.8,14787.4,4.27
Coupe,Hybrid,Automatic,India,288,261,198,10.44,21.17,1172,4.67,driven,Pirelli,205/55R16,Dual Compound,Symmetric,1.12,8.0,No,Off-road,Rainy,42058.6,23616.3,11495.0,4.53
Hatchback,Diesel,Automatic,Japan,330,500,197,4.15,28.37,1758,4.61,driven,Michelin,205/55R16,Dual Compound,Asymmetric,-1.57,8.5,No,Smooth,Humid,66310.1,1488.3,40403.1,8.32
Coupe,Electric,Automatic,Germany,196,487,279,12.61,35.72,1627,5.25,dead,Pirelli,205/55R16,Silica Compound,Directional,2.02,8.5,No,Smooth,Cold,57264.4,49543.5,4812.4,2.72
Coupe,Diesel,Automatic,UK,195,203,247,5.45,24.06,1560,5.43,driven,Pirelli,245/40R18,Silica Compound,Directional,1.33,7.5,No,Smooth,Humid,59381.3,1705.3,35949.1,7.21
Coupe,Petrol,Automatic,UK,316,262,213,12.37,38.17,2250,5.72,dead,Continental,245/40R18,Silica Compound,Directional,-1.6,8.5,Yes,Off-road,Rainy,48665.9,30789.2,11142.5,4.21
Coupe,Diesel,Manual,Japan,184,471,240,4.16,38.15,2000,4.51,dead,Michelin,225/65R17,Silica Compound,Directional,2.85,7.5,Yes,Smooth,Humid,46774.6,4610.9,26280.4,6.88
SUV,Petrol,Manual,Germany,338,152,187,10.46,23.28,2411,6.48,dead,Bridgestone,225/65R17,Dual Compound,Asymmetric,0.99,8.5,Yes,Smooth,Humid,61237.2,17503.9,27258.7,6.4
SUV,Diesel,Manual,Germany,125,520,210,8.35,46.83,1400,5.23,driven,Michelin,245/40R18,Carbon Black,Directional,-0.29,8.5,No,Off-road,Humid,60147.0,8440.4,32228.4,7.59
Hatchback,Hybrid,Manual,Japan,390,271,255,6.01,40.27,1637,6.2,dead,Michelin,195/65R15,Carbon Black,Asymmetric,-2.05,7.5,Yes,Rough,Cold,43680.4,6001.4,23485.1,6.59
Sedan,Electric,Automatic,USA,410,277,261,5.08,27.71,1948,5.57,dead,Goodyear,245/40R18,Silica Compound,Symmetric,0.2,8.0,No,Off-road,Cold,47159.2,3518.1,27201.3,7.56
Coupe,Petrol,Automatic,UK,295,565,217,8.4,24.29,1212,4.76,dead,Bridgestone,225/65R17,Dual Compound,Directional,-2.01,7.5,No,Off-road,Dry,68397.3,21742.3,29079.8,5.49
Sedan,Diesel,Manual,UK,380,260,168,5.23,50.15,1052,6.1,driven,Bridgestone,245/40R18,Silica Compound,Symmetric,-0.42,8.0,Yes,Smooth,Rainy,49125.3,20812.0,17647.5,5.12
Sedan,Diesel,Automatic,India,412,565,232,8.86,48.43,1623,5.92,dead,Goodyear,195/65R15,Silica Compound,Directional,-0.55,8.0,Yes,Off-road,Cold,40774.9,18938.9,13610.3,4.96
Hatchback,Diesel,Automatic,Japan,103,370,212,10.25,24.19,1751,5.55,driven,Goodyear,225/65R17,Dual Compound,Symmetric,1.32,7.5,No,Off-road,Cold,41913.5,18429.7,14637.3,4.97
Coupe,Hybrid,Manual,India,114,422,239,12.27,16.42,1661,5.53,dead,Michelin,205/55R16,Carbon Black,Symmetric,-1.85,7.5,No,Off-road,Cold,63264.8,33131.3,18782.1,4.34
Coupe,Hybrid,Automatic,India,103,231,213,10.79,47.18,1138,4.67,dead,Continental,225/65R17,Carbon Black,Symmetric,1.93,8.5,No,Smooth,Rainy,62714.7,53921.3,5480.9,2.66
Truck,Petrol,Manual,Germany,107,263,234,4.65,39.62,1417,5.81,driven,Goodyear,245/40R18,Silica Compound,Symmetric,-1.04,8.5,No,Off-road,Dry,51454.8,32509.0,11808.8,4.22
Sedan,Petrol,Manual,UK,95,569,156,7.07,19.04,1142,6.32,driven,Bridgestone,245/40R18,Dual Compound,Symmetric,-0.34,8.0,No,Smooth,Rainy,44596.0,770.9,27316.0,7.9
Sedan,Hybrid,Automatic,India,138,328,276,6.88,38.49,1508,4.69,dead,Bridgestone,195/65R15,Carbon Black,Asymmetric,1.63,8.5,No,Off-road,Humid,54943.2,9502.5,28322.9,7.51
SUV,Petrol,Automatic,Germany,322,343,236,13.15,33.09,1649,5.03,driven,Michelin,245/40R18,Carbon Black,Asymmetric,0.75,7.5,No,Smooth,Dry,49956.7,17432.4,20272.2,5.4
Truck,Electric,Manual,Japan,286,162,148,12.68,45.98,1485,6.3,dead,Continental,195/65R15,Dual Compound,Directional,-1.15,8.0,No,Smooth,Humid,51219.1,48609.1,1626.8,1.74
SUV,Electric,Manual,India,350,383,274,7.7,23.36,1991,5.07,dead,Pirelli,225/65R17,Dual Compound,Asymmetric,-0.68,8.5,No,Off-road,Cold,47829.6,3734.5,27484.2,7.93
SUV,Hybrid,Automatic,UK,328,363,158,4.71,33.13,2460,5.81,driven,Goodyear,245/40R18,Carbon Black,Symmetric,-1.17,8.5,Yes,Rough,Rainy,41885.7,29743.9,7568.0,3.68
SUV,Petrol,Manual,India,346,122,273,12.94,21.25,1542,5.57,driven,Goodyear,225/65R17,Silica Compound,Asymmetric,0.57,7.5,No,Off-road,Humid,63734.8,2109.2,38410.9,7.18
Hatchback,Diesel,Manual,Japan,272,244,253,12.88,53.3,1292,5.69,driven,Michelin,205/55R16,Silica Compound,Asymmetric,-1.0,7.5,No,Rough,Dry,58546.6,21225.3,23262.2,5.3
Hatchback,Electric,Manual,India,414,387,278,12.55,46.15,2307,5.33,dead,Continental,205/55R16,Carbon Black,Symmetric,1.35,8.5,No,Smooth,Humid,65039.1,50089.7,9317.8,3.24
SUV,Hybrid,Automatic,UK,297,203,264,12.45,44.47,1670,5.1,dead,Bridgestone,195/65R15,Silica Compound,Asymmetric,0.48,8.0,No,Rough,Humid,55096.1,18949.2,22530.2,5.98
Truck,Petrol,Manual,Germany,194,135,200,8.8,42.61,1837,4.6,dead,Bridgestone,245/40R18,Silica Compound,Symmetric,-2.13,8.0,No,Rough,Cold,69549.6,29925.9,24697.2,5.18
Sedan,Hybrid,Automatic,UK,147,453,181,5.77,31.93,2037,5.99,driven,Pirelli,225/65R17,Dual Compound,Asymmetric,-1.14,7.5,No,Smooth,Humid,68875.7,62353.5,4065.3,2.16
Truck,Diesel,Manual,Germany,378,583,152,8.77,51.93,1633,5.99,driven,Bridgestone,225/65R17,Dual Compound,Symmetric,-1.67,7.5,Yes,Rough,Humid,48153.5,3186.3,28027.9,7.09
Coupe,Electric,Automatic,USA,404,178,279,8.95,17.92,1271,5.84,driven,Goodyear,245/40R18,Dual Compound,Directional,-0.66,7.5,No,Off-road,Cold,51609.3,27232.3,15194.1,4.42
Hatchback,Hybrid,Manual,UK,154,296,224,8.9,47.13,2048,5.79,dead,Pirelli,225/65R17,Silica Compound,Asymmetric,0.1,8.5,No,Rough,Dry,62581.3,22919.6,24720.9,6.15
Sedan,Hybrid,Automatic,UK,182,182,159,9.39,23.61,1321,4.99,driven,Continental,245/40R18,Dual Compound,Directional,0.04,8.5,No,Smooth,Cold,63298.1,61007.5,1427.8,1.98
Sedan,Hybrid,Automatic,Japan,376,565,189,6.58,27.96,1805,4.54,driven,Pirelli,245/40R18,Dual Compound,Symmetric,1.53,7.5,No,Rough,Humid,67321.0,53432.0,8656.9,2.73
Coupe,Diesel,Automatic,India,257,168,231,7.66,35.78,2126,6.12,dead,Continental,205/55R16,Carbon Black,Symmetric,-1.86,8.0,No,Smooth,Rainy,59579.0,7273.2,32601.9,7.33
Coupe,Hybrid,Manual,Germany,294,426,227,8.34,46.31,1882,5.48,driven,Bridgestone,245/40R18,Dual Compound,Directional,2.68,7.5,No,Smooth,Cold,54253.6,50315.3,2454.7,1.79
SUV,Diesel,Manual,Germany,394,365,208,5.31,48.54,2063,5.11,driven,Michelin,225/65R17,Carbon Black,Symmetric,-0.94,7.5,No,Off-road,Cold,51329.5,10841.5,25236.0,6.25
Hatchback,Diesel,Manual,Japan,118,408,176,8.55,38.35,1234,4.7,dead,Pirelli,245/40R18,Silica Compound,Symmetric,-1.2,8.0,No,Smooth,Humid,52575.4,4459.3,29990.5,7.33
Hatchback,Diesel,Automatic,Japan,338,405,279,12.1,31.12,1831,4.63,dead,Pirelli,205/55R16,Dual Compound,Symmetric,1.11,8.0,No,Rough,Rainy,65512.2,35480.9,18718.3,4.61
Truck,Electric,Manual,India,283,562,238,12.28,52.86,2112,5.2,dead,Goodyear,205/55R16,Carbon Black,Symmetric,1.83,8.0,No,Off-road,Dry,69400.3,51122.4,11392.5,3.3
SUV,Electric,Automatic,India,86,451,264,8.12,24.86,2123,6.11,dead,Goodyear,195/65R15,Carbon Black,Symmetric,-0.73,8.0,Yes,Off-road,Rainy,41557.3,29757.1,7355.0,3.41
SUV,Hybrid,Manual,UK,128,134,193,9.19,47.12,1143,6.34,dead,Continental,225/65R17,Carbon Black,Symmetric,1.48,8.5,No,Rough,Cold,57407.3,30658.7,16672.3,4.83
SUV,Hybrid,Automatic,USA,105,457,269,4.34,39.48,2105,6.29,dead,Michelin,245/40R18,Silica Compound,Symmetric,2.3,8.5,No,Rough,Rainy,55601.6,27397.0,17579.8,5.22
SUV,Electric,Automatic,India,240,374,180,10.74,30.08,1588,6.34,driven,Goodyear,225/65R17,Dual Compound,Symmetric,1.6,7.5,No,Off-road,Dry,51284.3,49722.3,973.5,1.5
Hatchback,Petrol,Automatic,Japan,436,211,184,8.05,15.05,1228,6.32,driven,Goodyear,225/65R17,Silica Compound,Directional,-2.79,8.5,No,Smooth,Rainy,65547.3,53785.4,7331.1,3.11
Hatchback,Electric,Manual,India,255,398,242,8.45,32.86,2418,5.55,dead,Bridgestone,245/40R18,Carbon Black,Asymmetric,1.96,7.5,No,Off-road,Rainy,57272.3,40012.7,10757.8,3.29
SUV,Diesel,Manual,Germany,158,325,245,12.74,26.07,2220,4.94,dead,Bridgestone,205/55R16,Silica Compound,Symmetric,1.65,7.5,No,Off-road,Rainy,49393.5,9642.2,24776.8,6.2
Truck,Electric,Manual,USA,81,213,276,8.62,19.17,1273,6.1,driven,Goodyear,225/65R17,Silica Compound,Directional,1.02,8.0,No,Off-road,Cold,53323.1,43712.7,5990.1,2.49
Sedan,Diesel,Automatic,UK,211,344,267,4.21,18.01,1589,4.93,dead,Continental,195/65R15,Carbon Black,Symmetric,1.56,8.0,No,Smooth,Humid,50704.1,38017.0,7907.8,3.18
Sedan,Hybrid,Automatic,Germany,355,420,225,6.27,28.9,1652,5.03,dead,Michelin,225/65R17,Dual Compound,Asymmetric,2.88,8.5,No,Rough,Humid,52902.6,52480.8,262.9,1.78
Truck,Petrol,Manual,Germany,196,437,186,8.76,39.59,1582,4.97,driven,Goodyear,205/55R16,Dual Compound,Symmetric,-0.41,8.5,No,Rough,Rainy,42138.0,5604.1,22771.4,7.63
SUV,Hybrid,Manual,USA,243,582,144,8.24,48.5,1967,5.53,driven,Continental,195/65R15,Silica Compound,Directional,-2.6,8.5,No,Rough,Cold,43357.5,31013.4,7694.0,3.49
Hatchback,Diesel,Manual,UK,367,318,140,12.6,22.34,1371,5.14,dead,Continental,195/65R15,Dual Compound,Directional,-0.23,8.5,Yes,Smooth,Cold,58710.8,57482.7,765.4,1.72
Sedan,Diesel,Automatic,Japan,107,390,183,9.42,31.99,2103,4.81,dead,Goodyear,195/65R15,Carbon Black,Asymmetric,-2.72,8.0,No,Smooth,Cold,60522.1,27997.1,20272.7,5.18
Coupe,Diesel,Automatic,UK,412,353,177,10.9,30.68,2258,5.41,driven,Continental,195/65R15,Dual Compound,Symmetric,-1.23,8.0,No,Rough,Humid,59098.6,43343.5,9820.1,3.15
Coupe,Petrol,Automatic,India,80,165,158,8.69,35.54,2310,6.25,dead,Pirelli,245/40R18,Silica Compound,Directional,0.52,8.5,No,Rough,Cold,62892.3,61343.3,965.5,1.88
Truck,Electric,Automatic,Germany,267,183,254,8.4,47.38,1818,5.64,driven,Continental,245/40R18,Carbon Black,Asymmetric,-1.14,7.5,No,Rough,Rainy,68306.0,37396.5,19265.7,4.18
SUV,Hybrid,Automatic,India,135,349,226,8.46,37.15,1571,6.26,driven,Goodyear,245/40R18,Carbon Black,Asymmetric,1.11,8.0,No,Rough,Humid,65818.5,46009.9,12346.6,3.47
Sedan,Hybrid,Manual,Japan,114,549,262,8.11,48.87,1544,4.89,dead,Continental,195/65R15,Carbon Black,Symmetric,1.93,8.0,No,Smooth,Cold,52555.3,1055.6,32099.5,7.84
SUV,Electric,Automatic,India,191,559,221,9.39,35.74,2460,4.83,driven,Goodyear,205/55R16,Silica Compound,Directional,-0.48,8.0,Yes,Rough,Rainy,46526.3,24178.1,13929.5,4.62
Sedan,Hybrid,Automatic,UK,365,368,197,6.5,39.15,1126,5.65,driven,Bridgestone,225/65R17,Silica Compound,Symmetric,2.4,8.0,No,Off-road,Humid,49355.6,12625.2,22893.9,6.31
Truck,Petrol,Automatic,India,389,365,206,12.91,32.5,1732,5.43,driven,Goodyear,195/65R15,Dual Compound,Symmetric,-2.52,8.5,No,Rough,Cold,57632.2,7563.9,31207.3,7.71
Truck,Hybrid,Automatic,Japan,115,547,261,7.33,47.92,1416,5.82,dead,Continental,205/55R16,Silica Compound,Symmetric,2.04,8.5,No,Smooth,Dry,65686.3,46545.2,11930.6,3.64
Coupe,Diesel,Automatic,Japan,296,194,226,5.48,51.95,1637,6.09,dead,Goodyear,225/65R17,Carbon Black,Directional,1.97,7.5,No,Off-road,Rainy,61051.7,2386.5,36565.8,7.14
SUV,Electric,Manual,Japan,159,276,270,4.97,40.57,1040,6.0,dead,Michelin,195/65R15,Silica Compound,Asymmetric,-1.07,8.0,No,Off-road,Dry,56290.4,50935.2,3337.9,2.2
Coupe,Petrol,Automatic,UK,393,342,194,4.13,47.83,1786,6.38,driven,Goodyear,225/65R17,Silica Compound,Symmetric,-1.21,8.5,No,Off-road,Humid,58056.4,30060.0,17450.0,4.87
